                                 Test Report,,,,,
,,,,,
>>Start Time: 01/10/19 09:11:06       End Time: 01/10/19 13:43:35,,,,,
>>Sampling rate: 1sec,,,,,
>>Data number: 16350,,,,,
>>Temp Alarm HI: 40 C   Temp Alarm Low: 0 C,,,,,
>>RH Alarm HI: 90 %RH   RH Alarm Low: 10 %RH,,,,,
>>Temp MAX: 31.4 C @13:22:19 01/10/19  Temp MIN: 27.6 C @09:13:18 01/10/19  Temp AVG: 29.69 C,,,,,
>>RH MAX: 66.3 %RH @09:13:21 01/10/19  RH MIN: 53.6 %RH @13:25:45 01/10/19  RH AVG: 58.66 %RH,,,,,
----------------------------------------------------------------------------------------------------,,,,,
      NO            ,   Temp              ,,  RH                 ,, TIME 
12408,   30.3 C           ,,   55.8 %RH           ,,01-10-19/12:37:53 
12409,   30.3 C           ,,   55.8 %RH           ,,01-10-19/12:37:54 
12410,   30.3 C           ,,   55.8 %RH           ,,01-10-19/12:37:55 
12411,   30.3 C           ,,   55.8 %RH           ,,01-10-19/12:37:56 
12412,   30.3 C           ,,   55.8 %RH           ,,01-10-19/12:37:57 
12413,   30.3 C           ,,   55.8 %RH           ,,01-10-19/12:37:58 
12414,   30.3 C           ,,   55.8 %RH           ,,01-10-19/12:37:59 
12415,   30.3 C           ,,   55.8 %RH           ,,01-10-19/12:38:00 
12416,   30.3 C           ,,   55.8 %RH           ,,01-10-19/12:38:01 
12417,   30.3 C           ,,   55.8 %RH           ,,01-10-19/12:38:02 
12418,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:03 
12419,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:04 
12420,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:05 
12421,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:06 
12422,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:07 
12423,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:08 
12424,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:09 
12425,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:10 
12426,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:11 
12427,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:12 
12428,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:13 
12429,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:14 
12430,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:15 
12431,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:16 
12432,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:17 
12433,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:18 
12434,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:19 
12435,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:20 
12436,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:21 
12437,   30.3 C           ,,   55.7 %RH           ,,01-10-19/12:38:22 
12438,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:38:23 
12439,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:38:24 
12440,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:38:25 
12441,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:38:26 
12442,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:38:27 
12443,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:38:28 
12444,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:38:29 
12445,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:38:30 
12446,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:38:31 
12447,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:38:32 
12448,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:33 
12449,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:34 
12450,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:35 
12451,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:36 
12452,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:37 
12453,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:38 
12454,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:39 
12455,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:40 
12456,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:41 
12457,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:42 
12458,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:43 
12459,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:44 
12460,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:45 
12461,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:46 
12462,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:47 
12463,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:48 
12464,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:49 
12465,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:50 
12466,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:51 
12467,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:52 
12468,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:53 
12469,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:54 
12470,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:55 
12471,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:56 
12472,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:57 
12473,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:58 
12474,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:38:59 
12475,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:39:00 
12476,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:39:01 
12477,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:39:02 
12478,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:03 
12479,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:04 
12480,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:05 
12481,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:06 
12482,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:07 
12483,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:08 
12484,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:09 
12485,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:10 
12486,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:11 
12487,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:12 
12488,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:13 
12489,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:14 
12490,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:15 
12491,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:16 
12492,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:17 
12493,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:39:18 
12494,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:39:19 
12495,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:20 
12496,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:21 
12497,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:39:22 
12498,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:23 
12499,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:24 
12500,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:25 
12501,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:26 
12502,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:27 
12503,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:28 
12504,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:29 
12505,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:30 
12506,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:31 
12507,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:32 
12508,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:33 
12509,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:34 
12510,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:35 
12511,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:36 
12512,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:37 
12513,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:38 
12514,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:39 
12515,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:40 
12516,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:41 
12517,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:42 
12518,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:43 
12519,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:44 
12520,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:45 
12521,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:46 
12522,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:47 
12523,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:48 
12524,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:49 
12525,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:50 
12526,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:51 
12527,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:52 
12528,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:53 
12529,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:54 
12530,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:55 
12531,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:39:56 
12532,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:57 
12533,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:58 
12534,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:39:59 
12535,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:00 
12536,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:01 
12537,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:02 
12538,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:03 
12539,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:04 
12540,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:05 
12541,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:06 
12542,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:07 
12543,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:08 
12544,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:09 
12545,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:10 
12546,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:11 
12547,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:12 
12548,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:13 
12549,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:14 
12550,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:15 
12551,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:16 
12552,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:17 
12553,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:18 
12554,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:19 
12555,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:20 
12556,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:21 
12557,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:22 
12558,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:40:23 
12559,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:40:24 
12560,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:40:25 
12561,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:40:26 
12562,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:40:27 
12563,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:40:28 
12564,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:40:29 
12565,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:30 
12566,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:31 
12567,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:32 
12568,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:33 
12569,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:34 
12570,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:35 
12571,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:40:36 
12572,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:37 
12573,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:38 
12574,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:39 
12575,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:40 
12576,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:41 
12577,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:42 
12578,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:43 
12579,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:44 
12580,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:45 
12581,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:46 
12582,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:47 
12583,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:40:48 
12584,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:40:49 
12585,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:50 
12586,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:51 
12587,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:40:52 
12588,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:40:53 
12589,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:54 
12590,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:40:55 
12591,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:56 
12592,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:40:57 
12593,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:58 
12594,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:40:59 
12595,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:41:00 
12596,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:01 
12597,   30.3 C           ,,   55.6 %RH           ,,01-10-19/12:41:02 
12598,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:03 
12599,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:04 
12600,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:05 
12601,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:06 
12602,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:07 
12603,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:08 
12604,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:09 
12605,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:10 
12606,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:11 
12607,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:12 
12608,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:13 
12609,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:14 
12610,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:15 
12611,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:16 
12612,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:41:17 
12613,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:18 
12614,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:41:19 
12615,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:41:20 
12616,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:41:21 
12617,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:41:22 
12618,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:23 
12619,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:41:24 
12620,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:41:25 
12621,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:26 
12622,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:27 
12623,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:28 
12624,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:29 
12625,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:30 
12626,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:31 
12627,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:32 
12628,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:33 
12629,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:34 
12630,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:35 
12631,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:36 
12632,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:37 
12633,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:38 
12634,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:39 
12635,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:40 
12636,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:41 
12637,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:42 
12638,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:43 
12639,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:44 
12640,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:45 
12641,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:46 
12642,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:47 
12643,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:48 
12644,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:49 
12645,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:50 
12646,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:51 
12647,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:52 
12648,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:41:53 
12649,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:41:54 
12650,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:41:55 
12651,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:41:56 
12652,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:41:57 
12653,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:41:58 
12654,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:41:59 
12655,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:42:00 
12656,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:42:01 
12657,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:42:02 
12658,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:42:03 
12659,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:42:04 
12660,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:42:05 
12661,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:42:06 
12662,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:42:07 
12663,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:42:08 
12664,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:42:09 
12665,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:42:10 
12666,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:42:11 
12667,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:42:12 
12668,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:13 
12669,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:42:14 
12670,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:42:15 
12671,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:16 
12672,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:17 
12673,   30.3 C           ,,   55.3 %RH           ,,01-10-19/12:42:18 
12674,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:19 
12675,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:20 
12676,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:21 
12677,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:22 
12678,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:23 
12679,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:24 
12680,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:25 
12681,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:26 
12682,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:27 
12683,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:28 
12684,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:29 
12685,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:30 
12686,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:31 
12687,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:32 
12688,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:33 
12689,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:34 
12690,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:42:35 
12691,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:36 
12692,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:37 
12693,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:38 
12694,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:39 
12695,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:40 
12696,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:41 
12697,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:42 
12698,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:43 
12699,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:44 
12700,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:45 
12701,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:46 
12702,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:47 
12703,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:48 
12704,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:49 
12705,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:50 
12706,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:51 
12707,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:52 
12708,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:53 
12709,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:54 
12710,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:55 
12711,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:56 
12712,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:57 
12713,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:58 
12714,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:42:59 
12715,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:00 
12716,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:01 
12717,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:02 
12718,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:03 
12719,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:04 
12720,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:05 
12721,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:06 
12722,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:07 
12723,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:08 
12724,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:09 
12725,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:10 
12726,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:11 
12727,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:12 
12728,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:13 
12729,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:14 
12730,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:15 
12731,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:16 
12732,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:17 
12733,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:18 
12734,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:19 
12735,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:20 
12736,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:21 
12737,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:22 
12738,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:23 
12739,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:24 
12740,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:25 
12741,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:26 
12742,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:27 
12743,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:28 
12744,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:29 
12745,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:30 
12746,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:31 
12747,   30.3 C           ,,   55.4 %RH           ,,01-10-19/12:43:32 
12748,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:33 
12749,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:34 
12750,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:35 
12751,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:36 
12752,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:37 
12753,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:38 
12754,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:39 
12755,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:40 
12756,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:41 
12757,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:42 
12758,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:43 
12759,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:44 
12760,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:45 
12761,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:46 
12762,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:47 
12763,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:48 
12764,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:49 
12765,   30.3 C           ,,   55.5 %RH           ,,01-10-19/12:43:50 
