                                 Test Report,,,,,
,,,,,
>>Start Time: 01/10/19 09:11:06       End Time: 01/10/19 13:43:35,,,,,
>>Sampling rate: 1sec,,,,,
>>Data number: 16350,,,,,
>>Temp Alarm HI: 40 C   Temp Alarm Low: 0 C,,,,,
>>RH Alarm HI: 90 %RH   RH Alarm Low: 10 %RH,,,,,
>>Temp MAX: 31.4 C @13:22:19 01/10/19  Temp MIN: 27.6 C @09:13:18 01/10/19  Temp AVG: 29.69 C,,,,,
>>RH MAX: 66.3 %RH @09:13:21 01/10/19  RH MIN: 53.6 %RH @13:25:45 01/10/19  RH AVG: 58.66 %RH,,,,,
----------------------------------------------------------------------------------------------------,,,,,
      NO            ,   Temp              ,,  RH                 ,, TIME 
5519,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:04 
5520,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:05 
5521,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:06 
5522,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:07 
5523,   29.5 C           ,,   60.3 %RH           ,,01-10-19/10:43:08 
5524,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:09 
5525,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:10 
5526,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:11 
5527,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:12 
5528,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:13 
5529,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:14 
5530,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:15 
5531,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:16 
5532,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:17 
5533,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:18 
5534,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:19 
5535,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:20 
5536,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:21 
5537,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:22 
5538,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:23 
5539,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:24 
5540,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:25 
5541,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:26 
5542,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:27 
5543,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:28 
5544,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:29 
5545,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:30 
5546,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:31 
5547,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:32 
5548,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:33 
5549,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:34 
5550,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:35 
5551,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:36 
5552,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:37 
5553,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:38 
5554,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:39 
5555,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:40 
5556,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:41 
5557,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:43:42 
5558,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:43:43 
5559,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:43:44 
5560,   29.5 C           ,,   60.4 %RH           ,,01-10-19/10:43:45 
5561,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:43:46 
5562,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:43:47 
5563,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:43:48 
5564,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:43:49 
5565,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:43:50 
5566,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:43:51 
5567,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:43:52 
5568,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:43:53 
5569,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:43:54 
5570,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:43:55 
5571,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:43:56 
5572,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:43:57 
5573,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:43:58 
5574,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:43:59 
5575,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:00 
5576,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:01 
5577,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:02 
5578,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:03 
5579,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:04 
5580,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:05 
5581,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:06 
5582,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:07 
5583,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:08 
5584,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:09 
5585,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:10 
5586,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:11 
5587,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:12 
5588,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:13 
5589,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:14 
5590,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:15 
5591,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:16 
5592,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:17 
5593,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:18 
5594,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:19 
5595,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:20 
5596,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:21 
5597,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:22 
5598,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:23 
5599,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:24 
5600,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:25 
5601,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:26 
5602,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:27 
5603,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:28 
5604,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:29 
5605,   29.5 C           ,,   60.5 %RH           ,,01-10-19/10:44:30 
5606,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:31 
5607,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:32 
5608,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:33 
5609,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:34 
5610,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:35 
5611,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:36 
5612,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:37 
5613,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:38 
5614,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:39 
5615,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:40 
5616,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:41 
5617,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:42 
5618,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:43 
5619,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:44 
5620,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:45 
5621,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:46 
5622,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:47 
5623,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:48 
5624,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:49 
5625,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:50 
5626,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:51 
5627,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:52 
5628,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:53 
5629,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:54 
5630,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:55 
5631,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:56 
5632,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:57 
5633,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:58 
5634,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:44:59 
5635,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:45:00 
5636,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:45:01 
5637,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:45:02 
5638,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:03 
5639,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:45:04 
5640,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:45:05 
5641,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:45:06 
5642,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:45:07 
5643,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:45:08 
5644,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:09 
5645,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:10 
5646,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:11 
5647,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:12 
5648,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:13 
5649,   29.5 C           ,,   60.6 %RH           ,,01-10-19/10:45:14 
5650,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:15 
5651,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:16 
5652,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:17 
5653,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:18 
5654,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:19 
5655,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:20 
5656,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:21 
5657,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:22 
5658,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:23 
5659,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:24 
5660,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:25 
5661,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:26 
5662,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:27 
5663,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:28 
5664,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:29 
5665,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:30 
5666,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:31 
5667,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:32 
5668,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:33 
5669,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:34 
5670,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:35 
5671,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:36 
5672,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:37 
5673,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:38 
5674,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:39 
5675,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:40 
5676,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:41 
5677,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:42 
5678,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:43 
5679,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:44 
5680,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:45 
5681,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:46 
5682,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:47 
5683,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:48 
5684,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:49 
5685,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:50 
5686,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:45:51 
5687,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:52 
5688,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:53 
5689,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:45:54 
5690,   29.5 C           ,,   60.7 %RH           ,,01-10-19/10:45:55 
5691,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:45:56 
5692,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:45:57 
5693,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:45:58 
5694,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:45:59 
5695,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:00 
5696,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:01 
5697,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:02 
5698,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:03 
5699,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:04 
5700,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:05 
5701,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:06 
5702,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:07 
5703,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:08 
5704,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:09 
5705,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:10 
5706,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:11 
5707,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:12 
5708,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:13 
5709,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:14 
5710,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:15 
5711,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:16 
5712,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:17 
5713,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:18 
5714,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:19 
5715,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:20 
5716,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:21 
5717,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:22 
5718,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:23 
5719,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:24 
5720,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:25 
5721,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:26 
5722,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:27 
5723,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:28 
5724,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:29 
5725,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:30 
5726,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:31 
5727,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:32 
5728,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:33 
5729,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:34 
5730,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:35 
5731,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:36 
5732,   29.5 C           ,,   60.8 %RH           ,,01-10-19/10:46:37 
5733,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:38 
5734,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:39 
5735,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:40 
5736,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:41 
5737,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:42 
5738,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:43 
5739,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:44 
5740,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:45 
5741,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:46 
5742,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:47 
5743,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:48 
5744,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:49 
5745,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:50 
5746,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:51 
5747,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:52 
5748,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:53 
5749,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:54 
5750,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:55 
5751,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:56 
5752,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:57 
5753,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:58 
5754,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:46:59 
5755,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:00 
5756,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:01 
5757,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:02 
5758,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:03 
5759,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:04 
5760,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:05 
5761,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:06 
5762,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:07 
5763,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:08 
5764,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:09 
5765,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:10 
5766,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:11 
5767,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:12 
5768,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:13 
5769,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:14 
5770,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:15 
5771,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:16 
5772,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:17 
5773,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:18 
5774,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:19 
5775,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:20 
5776,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:21 
5777,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:22 
5778,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:23 
5779,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:24 
5780,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:25 
5781,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:26 
5782,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:27 
5783,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:28 
5784,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:29 
5785,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:30 
5786,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:31 
5787,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:32 
5788,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:33 
5789,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:34 
5790,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:35 
5791,   29.6 C           ,,   60.9 %RH           ,,01-10-19/10:47:36 
5792,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:37 
5793,   29.5 C           ,,   61.0 %RH           ,,01-10-19/10:47:38 
5794,   29.6 C           ,,   61.0 %RH           ,,01-10-19/10:47:39 
5795,   29.5 C           ,,   61.0 %RH           ,,01-10-19/10:47:40 
5796,   29.5 C           ,,   60.9 %RH           ,,01-10-19/10:47:41 
5797,   29.5 C           ,,   61.0 %RH           ,,01-10-19/10:47:42 
5798,   29.6 C           ,,   61.0 %RH           ,,01-10-19/10:47:43 
5799,   29.5 C           ,,   61.0 %RH           ,,01-10-19/10:47:44 
5800,   29.6 C           ,,   60.9 %RH           ,,01-10-19/10:47:45 
5801,   29.5 C           ,,   61.0 %RH           ,,01-10-19/10:47:46 
5802,   29.6 C           ,,   61.0 %RH           ,,01-10-19/10:47:47 
5803,   29.6 C           ,,   61.0 %RH           ,,01-10-19/10:47:48 
